method,task,regime,split,seed,episodes,success,success_probability,precondition_violation,belief_ece,recovery_success,damage_rate,wasted_action,intervention_cost,data_efficiency_proxy
deterministic_symbolic_tamp,tool_levering,release_uncertainty,unseen_contact,1,84,0.2857,0.3273,0.2083,0.1854,0.1707,0.1055,0.1834,0.1331,0.2006
deterministic_symbolic_tamp,tool_levering,release_uncertainty,unseen_contact,2,84,0.4643,0.3264,0.2084,0.1894,0.2053,0.1054,0.186,0.1331,0.2066
deterministic_symbolic_tamp,tool_levering,release_uncertainty,unseen_contact,3,84,0.381,0.3249,0.2115,0.1861,0.2031,0.1096,0.1809,0.1331,0.1945
deterministic_symbolic_tamp,tool_levering,release_uncertainty,unseen_contact,4,84,0.369,0.3298,0.2039,0.1922,0.1758,0.104,0.1716,0.1331,0.1983
deterministic_symbolic_tamp,tool_levering,release_uncertainty,unseen_contact,5,84,0.4286,0.3145,0.2104,0.1907,0.1897,0.106,0.1852,0.1331,0.1965
deterministic_symbolic_tamp,tool_levering,release_uncertainty,unseen_contact,6,84,0.369,0.333,0.2079,0.184,0.1873,0.1082,0.1882,0.1331,0.1982
deterministic_symbolic_tamp,tool_levering,release_uncertainty,combined_stress,0,84,0.3333,0.2817,0.2209,0.2177,0.1919,0.1174,0.2094,0.1429,0.1717
deterministic_symbolic_tamp,tool_levering,release_uncertainty,combined_stress,1,84,0.2024,0.2795,0.2215,0.2193,0.1917,0.1206,0.2089,0.1429,0.1795
deterministic_symbolic_tamp,tool_levering,release_uncertainty,combined_stress,2,84,0.2024,0.2801,0.2322,0.224,0.1952,0.116,0.2138,0.1429,0.1895
deterministic_symbolic_tamp,tool_levering,release_uncertainty,combined_stress,3,84,0.4286,0.2762,0.226,0.2191,0.1617,0.1212,0.2156,0.1429,0.2
deterministic_symbolic_tamp,tool_levering,release_uncertainty,combined_stress,4,84,0.2738,0.2704,0.2186,0.2291,0.1901,0.1147,0.213,0.1429,0.1974
deterministic_symbolic_tamp,tool_levering,release_uncertainty,combined_stress,5,84,0.2976,0.2616,0.2311,0.2247,0.1895,0.126,0.2151,0.1429,0.1791
deterministic_symbolic_tamp,tool_levering,release_uncertainty,combined_stress,6,84,0.1667,0.2685,0.2296,0.2217,0.1805,0.1225,0.21,0.1429,0.1911
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,nominal,0,84,0.381,0.404,0.2116,0.13,0.1992,0.0877,0.1599,0.1145,0.2287
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,nominal,1,84,0.369,0.3886,0.2123,0.1346,0.1856,0.0835,0.1628,0.1145,0.2124
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,nominal,2,84,0.3571,0.3859,0.2116,0.1275,0.1981,0.0929,0.1637,0.1145,0.2092
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,nominal,3,84,0.2976,0.3916,0.218,0.137,0.1941,0.0915,0.1538,0.1145,0.2264
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,nominal,4,84,0.4048,0.4023,0.2039,0.1378,0.2165,0.0832,0.1557,0.1145,0.2206
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,nominal,5,84,0.369,0.3906,0.215,0.1363,0.1877,0.0905,0.1558,0.1145,0.2126
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,nominal,6,84,0.381,0.4021,0.2137,0.1258,0.187,0.0914,0.1578,0.1145,0.2123
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,seen_shift,0,84,0.3571,0.3224,0.2485,0.1666,0.1953,0.1105,0.1767,0.1256,0.2268
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,seen_shift,1,84,0.2619,0.3096,0.2448,0.1645,0.19,0.1143,0.1804,0.1256,0.2169
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,seen_shift,2,84,0.2976,0.3164,0.2471,0.1711,0.1693,0.1091,0.1892,0.1256,0.2036
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,seen_shift,3,84,0.3214,0.3353,0.2516,0.1553,0.1932,0.1075,0.1864,0.1256,0.2184
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,seen_shift,4,84,0.3333,0.3407,0.2455,0.1615,0.188,0.1162,0.1788,0.1256,0.2185
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,seen_shift,5,84,0.2738,0.3341,0.2429,0.1682,0.1781,0.1092,0.1863,0.1256,0.1999
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,seen_shift,6,84,0.3333,0.3156,0.2521,0.1641,0.1803,0.1106,0.1827,0.1256,0.208
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_object,0,84,0.2619,0.2795,0.2688,0.1888,0.1786,0.1229,0.2084,0.1315,0.2087
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_object,1,84,0.2381,0.2799,0.2752,0.1835,0.1859,0.1201,0.2203,0.1315,0.2102
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_object,2,84,0.3571,0.263,0.2831,0.1852,0.1842,0.1284,0.2026,0.1315,0.1868
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_object,3,84,0.3333,0.2863,0.2792,0.1826,0.185,0.1227,0.2122,0.1315,0.2144
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_object,4,84,0.2857,0.2712,0.285,0.1822,0.1813,0.1245,0.2152,0.1315,0.2105
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_object,5,84,0.1905,0.2813,0.2787,0.1813,0.1965,0.12,0.218,0.1315,0.184
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_object,6,84,0.2857,0.2764,0.2793,0.1811,0.1849,0.1224,0.2132,0.1315,0.2003
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_contact,0,84,0.3452,0.2513,0.2936,0.2051,0.1922,0.1353,0.2096,0.1362,0.1956
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_contact,1,84,0.1786,0.2595,0.2941,0.2045,0.1884,0.1352,0.2025,0.1362,0.205
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_contact,2,84,0.1548,0.2531,0.2925,0.2028,0.1936,0.1379,0.204,0.1362,0.2029
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_contact,3,84,0.2857,0.259,0.2946,0.2021,0.1578,0.1295,0.2126,0.1362,0.2036
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_contact,4,84,0.2381,0.2517,0.2958,0.2031,0.2103,0.1313,0.2066,0.1362,0.1928
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_contact,5,84,0.1667,0.2479,0.2981,0.2076,0.178,0.1356,0.2227,0.1362,0.2041
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,unseen_contact,6,84,0.25,0.2591,0.3047,0.2056,0.1718,0.1299,0.2128,0.1362,0.204
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,combined_stress,0,84,0.2619,0.1889,0.3347,0.2385,0.2007,0.1519,0.2416,0.1466,0.1867
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,combined_stress,1,84,0.2262,0.2049,0.3377,0.2396,0.1947,0.1481,0.2414,0.1466,0.1752
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,combined_stress,2,84,0.1786,0.183,0.3343,0.2426,0.1999,0.1523,0.2428,0.1466,0.1823
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,combined_stress,3,84,0.2619,0.1843,0.3343,0.2417,0.1709,0.1547,0.2438,0.1466,0.1955
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,combined_stress,4,84,0.2619,0.1928,0.3331,0.2466,0.1686,0.1536,0.2419,0.1466,0.2049
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,combined_stress,5,84,0.2976,0.1969,0.3356,0.2454,0.1874,0.1469,0.241,0.1466,0.1849
deterministic_symbolic_tamp,tool_levering,combined_contact_uncertainty,combined_stress,6,84,0.2381,0.2012,0.3385,0.2442,0.1872,0.1428,0.2399,0.1466,0.1888
deterministic_symbolic_tamp,mobile_handoff,nominal,nominal,0,84,0.5714,0.546,0.0588,0.0698,0.2044,0.0462,0.0498,0.1038,0.2122
deterministic_symbolic_tamp,mobile_handoff,nominal,nominal,1,84,0.5,0.5484,0.0768,0.0561,0.2143,0.0362,0.0537,0.1038,0.2128
deterministic_symbolic_tamp,mobile_handoff,nominal,nominal,2,84,0.5476,0.5588,0.0599,0.0702,0.2139,0.0428,0.0508,0.1038,0.2297
deterministic_symbolic_tamp,mobile_handoff,nominal,nominal,3,84,0.4643,0.5303,0.0649,0.0691,0.1953,0.042,0.0412,0.1038,0.2233
deterministic_symbolic_tamp,mobile_handoff,nominal,nominal,4,84,0.5952,0.5402,0.0699,0.0598,0.2095,0.0392,0.0477,0.1038,0.2215
deterministic_symbolic_tamp,mobile_handoff,nominal,nominal,5,84,0.5714,0.5378,0.0633,0.0633,0.211,0.0379,0.0582,0.1038,0.236
deterministic_symbolic_tamp,mobile_handoff,nominal,nominal,6,84,0.5476,0.5388,0.0668,0.0605,0.2218,0.0417,0.0558,0.1038,0.2218
deterministic_symbolic_tamp,mobile_handoff,nominal,seen_shift,0,84,0.5238,0.5019,0.0738,0.0829,0.2078,0.05,0.0642,0.1125,0.2175
deterministic_symbolic_tamp,mobile_handoff,nominal,seen_shift,1,84,0.4286,0.5099,0.077,0.0842,0.1935,0.0534,0.0552,0.1125,0.2104
deterministic_symbolic_tamp,mobile_handoff,nominal,seen_shift,2,84,0.4167,0.5027,0.0674,0.0811,0.1737,0.0477,0.0589,0.1125,0.2087
deterministic_symbolic_tamp,mobile_handoff,nominal,seen_shift,3,84,0.3929,0.5132,0.0684,0.0852,0.204,0.0465,0.0632,0.1125,0.2055
deterministic_symbolic_tamp,mobile_handoff,nominal,seen_shift,4,84,0.5714,0.5003,0.0675,0.082,0.2159,0.0535,0.0608,0.1125,0.2081
deterministic_symbolic_tamp,mobile_handoff,nominal,seen_shift,5,84,0.4881,0.4998,0.0744,0.0839,0.1848,0.0556,0.0663,0.1125,0.2099
deterministic_symbolic_tamp,mobile_handoff,nominal,seen_shift,6,84,0.5119,0.5227,0.0693,0.0858,0.2077,0.0503,0.0559,0.1125,0.1985
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_object,0,84,0.5119,0.5054,0.0707,0.0884,0.1949,0.0572,0.0608,0.117,0.1866
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_object,1,84,0.4167,0.4999,0.0733,0.0921,0.2148,0.0576,0.0648,0.117,0.2034
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_object,2,84,0.5357,0.4886,0.0705,0.0944,0.1947,0.0523,0.0625,0.117,0.195
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_object,3,84,0.4286,0.4833,0.077,0.0936,0.2093,0.0622,0.0585,0.117,0.2016
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_object,4,84,0.4762,0.4929,0.0758,0.091,0.1936,0.0569,0.0611,0.117,0.1951
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_object,5,84,0.5833,0.4912,0.0703,0.0945,0.2109,0.0593,0.0583,0.117,0.2074
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_object,6,84,0.5238,0.4978,0.0741,0.0924,0.2023,0.0548,0.061,0.117,0.1918
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_contact,0,84,0.5,0.4938,0.0734,0.105,0.2009,0.053,0.065,0.1202,0.2103
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_contact,1,84,0.5357,0.4862,0.0775,0.1009,0.2024,0.0595,0.059,0.1202,0.1869
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_contact,2,84,0.4286,0.4841,0.0708,0.1088,0.2056,0.0625,0.0592,0.1202,0.2033
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_contact,3,84,0.4286,0.4814,0.0865,0.1081,0.1994,0.0636,0.065,0.1202,0.1929
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_contact,4,84,0.5357,0.4804,0.0722,0.1162,0.2053,0.0531,0.0643,0.1202,0.196
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_contact,5,84,0.4643,0.4751,0.0729,0.1037,0.1921,0.0636,0.0621,0.1202,0.187
deterministic_symbolic_tamp,mobile_handoff,nominal,unseen_contact,6,84,0.5476,0.4836,0.0718,0.1069,0.2046,0.0554,0.0512,0.1202,0.192
deterministic_symbolic_tamp,mobile_handoff,nominal,combined_stress,0,84,0.4881,0.4507,0.0811,0.13,0.2088,0.0674,0.0638,0.1278,0.1827
deterministic_symbolic_tamp,mobile_handoff,nominal,combined_stress,1,84,0.5357,0.4581,0.0777,0.1293,0.212,0.0662,0.0621,0.1278,0.1886
deterministic_symbolic_tamp,mobile_handoff,nominal,combined_stress,2,84,0.4405,0.4445,0.0831,0.1327,0.1854,0.071,0.0698,0.1278,0.1995
deterministic_symbolic_tamp,mobile_handoff,nominal,combined_stress,3,84,0.5119,0.4629,0.079,0.115,0.2121,0.0656,0.0713,0.1278,0.1744
deterministic_symbolic_tamp,mobile_handoff,nominal,combined_stress,4,84,0.4881,0.4543,0.0907,0.1329,0.2036,0.0696,0.0605,0.1278,0.1839
deterministic_symbolic_tamp,mobile_handoff,nominal,combined_stress,5,84,0.5,0.4542,0.0751,0.1257,0.1934,0.0613,0.0586,0.1278,0.1756
deterministic_symbolic_tamp,mobile_handoff,nominal,combined_stress,6,84,0.4405,0.4559,0.0776,0.1274,0.2098,0.0698,0.0648,0.1278,0.1751
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,nominal,0,84,0.5357,0.4883,0.1521,0.1194,0.1828,0.0588,0.0996,0.1116,0.2246
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,nominal,1,84,0.4405,0.4739,0.1626,0.1155,0.2033,0.0569,0.0963,0.1116,0.2212
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,nominal,2,84,0.5595,0.4844,0.1559,0.1142,0.1999,0.0549,0.0985,0.1116,0.2219
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,nominal,3,84,0.4286,0.4584,0.1557,0.1075,0.1919,0.0577,0.1086,0.1116,0.2193
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,nominal,4,84,0.5357,0.4717,0.1444,0.1098,0.1959,0.0533,0.0948,0.1116,0.23
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,nominal,5,84,0.4167,0.4693,0.1525,0.1134,0.2053,0.0592,0.0972,0.1116,0.2254
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,nominal,6,84,0.5357,0.4607,0.1497,0.1171,0.1959,0.0639,0.1082,0.1116,0.2134
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,seen_shift,0,84,0.4048,0.4235,0.171,0.1311,0.1899,0.0789,0.1152,0.1221,0.2124
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,seen_shift,1,84,0.4286,0.4238,0.181,0.1383,0.1928,0.0664,0.1197,0.1221,0.1991
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,seen_shift,2,84,0.4524,0.4197,0.1739,0.1438,0.1955,0.0783,0.1193,0.1221,0.2141
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,seen_shift,3,84,0.4048,0.4265,0.1817,0.1418,0.1979,0.0684,0.1093,0.1221,0.2138
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,seen_shift,4,84,0.3571,0.4243,0.1639,0.146,0.207,0.0709,0.1119,0.1221,0.2002
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,seen_shift,5,84,0.5357,0.4206,0.1819,0.1461,0.2009,0.0693,0.1123,0.1221,0.2127
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,seen_shift,6,84,0.4286,0.4332,0.1756,0.1404,0.1988,0.0784,0.1184,0.1221,0.2098
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_object,0,84,0.4524,0.3918,0.2006,0.1612,0.1956,0.0807,0.1262,0.1276,0.2201
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_object,1,84,0.3929,0.3988,0.1869,0.164,0.1973,0.0719,0.1221,0.1276,0.1941
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_object,2,84,0.4643,0.4041,0.193,0.1577,0.2087,0.0829,0.1279,0.1276,0.1931
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_object,3,84,0.3452,0.3965,0.1853,0.154,0.1819,0.0786,0.1201,0.1276,0.2118
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_object,4,84,0.369,0.4057,0.1886,0.1598,0.1893,0.0814,0.1309,0.1276,0.2133
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_object,5,84,0.4048,0.4056,0.1945,0.1589,0.2001,0.0781,0.1251,0.1276,0.2041
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_object,6,84,0.381,0.398,0.188,0.1602,0.1948,0.0835,0.1318,0.1276,0.1904
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_contact,0,84,0.3214,0.3828,0.2123,0.1766,0.1933,0.0845,0.133,0.1319,0.2034
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_contact,1,84,0.2619,0.3635,0.212,0.1811,0.2065,0.0892,0.1179,0.1319,0.1773
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_contact,2,84,0.3571,0.3662,0.212,0.1791,0.188,0.089,0.133,0.1319,0.2019
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_contact,3,84,0.3452,0.3717,0.2186,0.18,0.1973,0.0824,0.1298,0.1319,0.1873
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_contact,4,84,0.2976,0.3685,0.2209,0.1827,0.1979,0.082,0.1295,0.1319,0.2013
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_contact,5,84,0.2738,0.3763,0.2165,0.1812,0.1924,0.0861,0.12,0.1319,0.1898
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,unseen_contact,6,84,0.4286,0.3666,0.2191,0.176,0.2048,0.0836,0.1315,0.1319,0.1937
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,combined_stress,0,84,0.2857,0.3274,0.2334,0.2126,0.1902,0.1018,0.1489,0.1415,0.1841
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,combined_stress,1,84,0.2619,0.3401,0.2291,0.2022,0.2171,0.0966,0.1439,0.1415,0.1846
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,combined_stress,2,84,0.4881,0.3318,0.2329,0.2032,0.1975,0.0952,0.148,0.1415,0.1889
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,combined_stress,3,84,0.369,0.326,0.2335,0.2141,0.192,0.0959,0.1532,0.1415,0.1974
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,combined_stress,4,84,0.3095,0.3329,0.2345,0.216,0.1944,0.099,0.1514,0.1415,0.1811
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,combined_stress,5,84,0.4286,0.3358,0.2365,0.21,0.1992,0.1017,0.1504,0.1415,0.1855
deterministic_symbolic_tamp,mobile_handoff,hidden_friction,combined_stress,6,84,0.25,0.3244,0.2324,0.2122,0.199,0.0972,0.1451,0.1415,0.1766
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,nominal,0,84,0.6071,0.4892,0.1422,0.1192,0.1919,0.0595,0.1095,0.1121,0.2209
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,nominal,1,84,0.381,0.4718,0.139,0.1147,0.1864,0.0587,0.1094,0.1121,0.2024
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,nominal,2,84,0.5357,0.4739,0.1453,0.1151,0.1865,0.0607,0.1037,0.1121,0.227
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,nominal,3,84,0.4286,0.4863,0.1445,0.1188,0.1942,0.056,0.116,0.1121,0.2273
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,nominal,4,84,0.5357,0.4816,0.1417,0.1122,0.1751,0.0622,0.1065,0.1121,0.2195
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,nominal,5,84,0.4881,0.4725,0.1411,0.1148,0.2174,0.0609,0.1047,0.1121,0.2247
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,nominal,6,84,0.5714,0.479,0.1467,0.1224,0.1839,0.0565,0.1091,0.1121,0.2231
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,seen_shift,0,84,0.3452,0.4416,0.1626,0.1472,0.2019,0.0827,0.1269,0.1227,0.2164
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,seen_shift,1,84,0.4048,0.4271,0.1668,0.1413,0.1992,0.0673,0.1241,0.1227,0.2225
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,seen_shift,2,84,0.4762,0.4195,0.173,0.1418,0.2013,0.0755,0.1291,0.1227,0.2066
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,seen_shift,3,84,0.4643,0.4482,0.1618,0.1457,0.1947,0.0739,0.1217,0.1227,0.2097
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,seen_shift,4,84,0.4762,0.4295,0.159,0.1464,0.1881,0.0748,0.1311,0.1227,0.228
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,seen_shift,5,84,0.3571,0.413,0.1672,0.144,0.1893,0.0729,0.1317,0.1227,0.2014
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,seen_shift,6,84,0.4167,0.4324,0.1538,0.1422,0.2056,0.0678,0.1258,0.1227,0.2115
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_object,0,84,0.4167,0.4132,0.1907,0.168,0.2293,0.0797,0.1386,0.1283,0.2074
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_object,1,84,0.3452,0.4004,0.183,0.1596,0.1832,0.0778,0.1306,0.1283,0.1902
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_object,2,84,0.4643,0.3972,0.1744,0.1611,0.1999,0.0831,0.1322,0.1283,0.1881
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_object,3,84,0.3929,0.4018,0.1875,0.1615,0.1933,0.076,0.1351,0.1283,0.1974
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_object,4,84,0.4405,0.4027,0.1794,0.162,0.1968,0.0831,0.1362,0.1283,0.1996
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_object,5,84,0.4048,0.4021,0.18,0.1696,0.1915,0.0762,0.1371,0.1283,0.1895
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_object,6,84,0.3929,0.4064,0.1798,0.1576,0.1881,0.0824,0.1308,0.1283,0.2033
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_contact,0,84,0.4405,0.3847,0.1925,0.1809,0.213,0.0824,0.1381,0.1327,0.1975
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_contact,1,84,0.4405,0.3912,0.1861,0.1868,0.1976,0.0819,0.1343,0.1327,0.1958
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_contact,2,84,0.4405,0.3839,0.1876,0.1859,0.1831,0.0747,0.1412,0.1327,0.1987
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_contact,3,84,0.3095,0.3802,0.1861,0.1853,0.2039,0.0822,0.1366,0.1327,0.2054
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_contact,4,84,0.4048,0.3886,0.1899,0.1876,0.1815,0.0911,0.1508,0.1327,0.205
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_contact,5,84,0.4167,0.3887,0.192,0.181,0.223,0.0794,0.137,0.1327,0.1921
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,unseen_contact,6,84,0.4881,0.3788,0.1988,0.1885,0.2031,0.0909,0.136,0.1327,0.208
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,combined_stress,0,84,0.2976,0.3424,0.2192,0.2156,0.2009,0.09,0.1537,0.1425,0.1929
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,combined_stress,1,84,0.4167,0.3453,0.2193,0.2155,0.2113,0.0993,0.1625,0.1425,0.1855
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,combined_stress,2,84,0.381,0.3402,0.2119,0.2212,0.1977,0.0988,0.1549,0.1425,0.1956
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,combined_stress,3,84,0.2976,0.3293,0.2078,0.2141,0.1765,0.0987,0.158,0.1425,0.1759
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,combined_stress,4,84,0.3452,0.3224,0.2166,0.2221,0.1852,0.0982,0.1595,0.1425,0.1846
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,combined_stress,5,84,0.4048,0.3363,0.2089,0.2204,0.1865,0.0999,0.1665,0.1425,0.1924
deterministic_symbolic_tamp,mobile_handoff,pose_ambiguity,combined_stress,6,84,0.3095,0.3405,0.2142,0.2165,0.1838,0.0926,0.1628,0.1425,0.1847
deterministic_symbolic_tamp,mobile_handoff,compliance_ambiguity,nominal,0,84,0.4643,0.4591,0.1602,0.1191,0.2096,0.0662,0.1205,0.1127,0.2352
deterministic_symbolic_tamp,mobile_handoff,compliance_ambiguity,nominal,1,84,0.5476,0.4635,0.158,0.1159,0.1898,0.0613,0.1087,0.1127,0.2317
